book_id,book_title,language,speaker_id,section_id,section_number,section_title,playtime,audio_link,file_id
13945,"Life and Times of Kateri Tekakwitha, The Lily of the Mohawks",English,12055,461267,1,Preface,578,https://www.archive.org/download/kateri_tekakwitha_cp_1906_librivox/lifeandtimesofkateritekakwith_01_walworth.mp3,lifeandtimesofkateritekakwith_01_walworth
13946,Lucian's Dialogues Volume 1: The Dialogues of the Gods,English,12500,461298,1,Preface,2001,https://www.archive.org/download/dialogues_of_the_gods_1909_librivox/dialoguesofthegods_00_lucian.mp3,dialoguesofthegods_00_lucian
13947,"Lives of the Most Eminent Painters, Sculptors and Architects Vol 6",English,13257,461385,1,"Lives of Fra Giocondo, Liberale, and Other Craftsmen of Verona, part 1",1183,https://www.archive.org/download/lives_of_the_most_eminent_painters_06_librivox/livesofpainters6_01_vasari.mp3,livesofpainters6_01_vasari
13948,Herb of Grace,English,174,461419,1,INTRODUCES A LOVER OF THE PICTURESQUE,1178,https://www.archive.org/download/herbofgrace_2004_librivox/herbofgrace_01_carey.mp3,herbofgrace_01_carey
13949,Time Machine (Version 6),English,13272,461463,1,Chapter 1,608,https://www.archive.org/download/time_machine_v6_2008_librivox/timemachine_01_wells.mp3,timemachine_01_wells
13951,Poems,English,8425,461478,1,Renascence,589,https://www.archive.org/download/poems_millay_1904_librivox/poems_01_stvincentmillay.mp3,poems_01_stvincentmillay
13952,Before Edgehill Fight,English,8786,461549,1,Before Edgehill FIght - Read by BK,148,https://www.archive.org/download/before_edgehill_fight_1904.poem_librivox/edgehill_kipling_bk.mp3,edgehill_kipling_bk
13953,Man-Eater,English,11814,461566,1,Prologue,704,https://www.archive.org/download/maneater_1905_librivox/maneater_00_burroughs.mp3,maneater_00_burroughs
13954,Supreme Cases from 1803-2018,English,11466,461578,1,"Marbury v. Madison, 5 U.S. 137 decided February 24, 1803 Part 1",2095,https://www.archive.org/download/supreme_cases_1803-2010_1910_librivox/supreme_cases_1803-2010_01_ussc.mp3,supreme_cases_1803-2010_01_ussc
13957,Book of American Explorers,English,8425,461659,1,Preface,177,https://www.archive.org/download/book_american_explorers_1907_librivox/bookofamericanexplorers_00_higginson.mp3,bookofamericanexplorers_00_higginson
13958,Abysmal Brute,English,11223,461738,1,Chapters 1 & 2,1930,https://www.archive.org/download/the_abysmal_brute_2012_librivox/abysmalbrute_01_london.mp3,abysmalbrute_01_london
13959,Tea: Its Mystery and History,English,10244,461745,1,Introduction,495,https://www.archive.org/download/tea_itsmystery_1905_librivox/tea_00_day.mp3,tea_00_day
13960,Boy Scouts in the Rockies,English,5183,461757,1,Perils of the Mountain Trail,779,https://www.archive.org/download/boy_scouts_rockies_1907_librivox/boyscoutsrockies_01_carter.mp3,boyscoutsrockies_01_carter
13961,Short Story Collection Vol. 080,English,9500,461799,1,In the Avu Observatory by H. G. Wells,1023,https://www.archive.org/download/ss_080_1906_librivox/ss_080_01_various.mp3,ss_080_01_various
13962,Plow Stories,English,12918,461805,1,Introduction,331,https://www.archive.org/download/plow_stories_1905_librivox/plow_stories_01_pierson.mp3,plow_stories_01_pierson
13963,Luggage of Life,English,6281,461815,1,By Way of Introduction,85,https://www.archive.org/download/luggageoflife_1908_librivox/luggageoflife_01_boreham.mp3,luggageoflife_01_boreham
13964,Elephant Man and other reminiscences,English,6281,461848,1,The Elephant Man,2508,https://www.archive.org/download/theelephantman_1906_librivox/elephantman_01_treves.mp3,elephantman_01_treves
13965,Book of Saints and Friendly Beasts,English,5717,474116,1,Saint Bridget and the King's Wolf,824,https://www.archive.org/download/saintsandfriendlybeasts_1909_librivox/saintsandbeasts_01_brown.mp3,saintsandbeasts_01_brown
13966,"World’s Story Volume VII: Germany, the Netherlands and Switzerland",English,10179,461910,1,"Thusnelda in the triumphal procession of Germanicus, by Karl Theodor von Piloty (born at Munich, October 1, 1826. Died there, July 21, 1886), painting frontispiece",169,https://www.archive.org/download/worlds_story_vii_germany_netherlands_switzerland_1908_librivox/worldstory_volume07_001_tappan.mp3,worldstory_volume07_001_tappan
13967,History of California: The American Period,English,4856,462020,1,00 Preface,471,https://www.archive.org/download/historyofcalifornia_americanperiod_1907_librivox/californiaamericanperiod_00_cleland.mp3,californiaamericanperiod_00_cleland
13968,1900 or The Last President,English,9392,462051,1,Chapters 1-3,1130,https://www.archive.org/download/1900lastpresident_1904_librivox/1900orthelastpresident_01_lockwood.mp3,1900orthelastpresident_01_lockwood
13969,Encyclical Letters of Pope Leo XIII,English,4705,462055,1,"Inscrutabili Dei Consilio (On the Evils of Society) April 21, 1878",1740,https://www.archive.org/download/encyclicalspopeleoxiii_2111_librivox/encyclical_01_leoxiii.mp3,encyclical_01_leoxiii
13971,Coffee Break Collection 019 - Plants and Flowers,English,10244,462118,1,A-B-C of Vegetable Gardening by Eben E. Rexford,347,https://www.archive.org/download/cb019_plants_flowers_1905_librivox/cb019_01_various.mp3,cb019_01_various
13973,On The Sea,English,8786,462149,1,On The Sea - Read by BK,179,https://www.archive.org/download/on_the_sea_1904.poem_librivox/onthesea_turgenev_bk.mp3,onthesea_turgenev_bk
13975,Honey-Bee,English,11007,462187,1,Introduction,219,https://www.archive.org/download/honey-bee_kf_1906_librivox/honeybee_00_france.mp3,honeybee_00_france
13976,Regiment of Women,English,12734,462195,1,Chapter 1,1103,https://www.archive.org/download/regiment_of_women_2008_librivox/regiment_women_01_dane.mp3,regiment_women_01_dane
13978,"Short Nonfiction Collection, Vol. 065",English,11607,462316,1,A Boy's Essay On Girls,86,https://www.archive.org/download/nonfiction065_1906_librivox/snf065_boysessayongirls_unknown_dg.mp3,snf065_boysessayongirls_unknown_dg
13979,Washington and the Riddle of Peace,English,8138,462337,1,"Introduction, and The Immensity of the Issue and the Triviality of Men",1443,https://www.archive.org/download/washington_riddle_of_peace_ls_1907_librivox/washingtonandtheriddleofpeace_01_wells.mp3,washingtonandtheriddleofpeace_01_wells
13980,Queen's Necklace,English,5588,462365,1,"PROLOGUE, Part I.  THE PREDICTIONS",785,https://www.archive.org/download/queens_necklace_1911_librivox/queensnecklace_01_dumas.mp3,queensnecklace_01_dumas
13981,Bible (DBY) NT 11: Philippians,English,9510,462415,1,Chapter 1,341,https://www.archive.org/download/philippians_darby_1904_librivox/philippians_01_darby.mp3,philippians_01_darby
13983,Report On The Investigation Into Russian Interference In The 2016 Presidential Election,English,908,462430,1,Introduction to Volume I,484,https://www.archive.org/download/report_russianinterference_2016election_1909_librivox/report2016electioninterference_00_mueller.mp3,report2016electioninterference_00_mueller
13984,Frigid Fracas,English,11607,462510,1,I,1250,https://www.archive.org/download/frigid_fracas_1906_librivox/frigid_fracas_01_reynolds.mp3,frigid_fracas_01_reynolds
13985,Nutcracker and Mouse-King (version 2),English,13142,462532,1,Christmas Eve,378,https://www.archive.org/download/nutcracker_and_mouse-king_version_2_2005_librivox/nutcrackermouse_01_hoffmann.mp3,nutcrackermouse_01_hoffmann
13986,Sentry of the Sky,English,251,462547,1,Part 1,2135,https://www.archive.org/download/sentry_of_the_sky_1904_librivox/sentryofthesky_01_smith.mp3,sentryofthesky_01_smith
13989,Snowball,English,5872,462584,1,Section 1,769,https://www.archive.org/download/snowball_1905_librivox/snowball_01_anderson.mp3,snowball_01_anderson
13990,Wet Day,English,13310,462608,1,A Wet Day - Read by BD,110,https://www.archive.org/download/wet_day_1904.poem_librivox/wetday_cawein_bd.mp3,wetday_cawein_bd
13991,Lady's Mile,English,13257,462616,1,He is but a landscape-painter,2091,https://www.archive.org/download/ladysmile_2006_librivox/ladysmile_01_braddon.mp3,ladysmile_01_braddon
13992,"Sketches by Boz, version 2",English,9905,462652,1,PREFACE - OUR PARISH CHAPTER I—THE BEADLE.  THE PARISH ENGINE.  THE SCHOOLMASTER,807,https://www.archive.org/download/sketches_by_boz_ver_2_2002_librivox/sketchesbybozv2_01_dickens.mp3,sketchesbybozv2_01_dickens
13993,Fruits of the Spirit,English,6281,462710,1,Preface & Introduction,597,https://www.archive.org/download/fruitsofspirit_1906_librivox/fruitsofthespirit_00_mabie.mp3,fruitsofthespirit_00_mabie
13994,Poems of Madison Cawein Vol. 3,English,8425,462766,1,Prologue,162,https://www.archive.org/download/poems_madison_cawein_3_1907_librivox/poemscawein3_001_cawein.mp3,poemscawein3_001_cawein
13995,Golden Slave,English,251,463007,1,Chapter I,1301,https://www.archive.org/download/the_golden_slave_1905_librivox/goldenslave_01_anderson.mp3,goldenslave_01_anderson
13996,Shakespeare Sonnet 29,English,13310,463044,1,"Sonnet 29, Read by BD",82,https://www.archive.org/download/sonnet29_1905.poem_librivox/sonnet29_shakespeare_bd.mp3,sonnet29_shakespeare_bd
13997,Boys' and Girls' Pliny Vol. 3,English,12500,463052,1,Bk. 5 Ch. 1 - The Dog: Examples of its Attachment to its Master,455,https://www.archive.org/download/boysgirlspliny3_1905_librivox/boysgirlspliny3_01_pliny.mp3,boysgirlspliny3_01_pliny
13998,Buster Bear's Twins,English,8425,463080,1,Mother Bear’s Secret,289,https://www.archive.org/download/buster_bears_twins_1907_librivox/busterbearstwins_01_burgess.mp3,busterbearstwins_01_burgess
14000,Baled Hay: A Drier Book than Walt Whitman's ''Leaves o' Grass'',English,11331,463181,1,DEDICATION.; BALED HAY,839,https://www.archive.org/download/baled_hay_a_drier_book_1905_librivox/baledhay_01_nye.mp3,baledhay_01_nye
14001,England In The Middle Ages,English,13278,463211,1,Preface,136,https://www.archive.org/download/england_middleages_1910_librivox/englandinthemiddleages_00_oneill.mp3,englandinthemiddleages_00_oneill
14002,Byzantine Empire,English,6281,463221,1,Preface,199,https://www.archive.org/download/byzantineempire_1907_librivox/byzantineempire_00_foord.mp3,byzantineempire_00_foord
14003,Little Freckled Person: A Book of Child Verse,English,13123,463241,1,"A little Freckled Person, The Selfish Sea, The Rabbit, The Uncritical Kitten, Next-Door People, Probation, Perhaps!, ‘Fraid Stars, The Stars, As You Would Be Done By",265,https://www.archive.org/download/little_freckled_person_1906_librivox/littlefreckledperson_1_davies.mp3,littlefreckledperson_1_davies
14006,Oracles of Nostradamus,English,13257,463276,1,Dedication & 3 Prophecies of Old Time,227,https://www.archive.org/download/oraclesofnostradamus_2106_librivox/oraclesofnostradamus_01_ward.mp3,oraclesofnostradamus_01_ward
14007,Amphibians and Reptiles in Captivity,English,4744,463302,1,Introduction,123,https://www.archive.org/download/amphibians_1910_librivox/amphibians_01_coxwell.mp3,amphibians_01_coxwell
14008,Cartels Jungle,English,11331,463308,1,the cartels jungle; II; III,1752,https://www.archive.org/download/the_cartels_jungle_1905_librivox/cartelsjungle_01_cox.mp3,cartelsjungle_01_cox
14009,Man with the Hoe and Other Poems,English,8425,463313,1,The Man with the Hoe,186,https://www.archive.org/download/man_with_hoe_1911_librivox/manwiththehoe_01_markham.mp3,manwiththehoe_01_markham
14010,"To S. M. A Young African Painter, On Seeing His Works",English,8786,463392,1,"To S. M. A Young African Painter, On Seeing His Works - Read by BK",180,https://www.archive.org/download/young_african_painter_1905.poem_librivox/africanpainter_wheatley_bk.mp3,africanpainter_wheatley_bk
14011,"South American Republics, Part I",English,6892,463406,1,INTRODUCTORY: THE DISCOVERIES AND THE CONQUEST part 1,1283,https://www.archive.org/download/southamericanrepublics1_1906_librivox/southamericanrepublics1_01_dawson.mp3,southamericanrepublics1_01_dawson
14012,Little Susy's Little Servants,English,10594,463458,1,"First Series, Chapter 1",228,https://www.archive.org/download/littlesusyslittleservants_1909_librivox/littleservants_01_prentiss.mp3,littleservants_01_prentiss
14013,Quit Your Worrying!,English,11884,463484,1,Introduction,538,https://www.archive.org/download/quityourworrying_1906_librivox/quityourworrying_00_james.mp3,quityourworrying_00_james
14015,"Culinary Herbs: Their Cultivation, Harvesting, Curing and Uses (Version 2)",English,8425,463511,1,Preface,246,https://www.archive.org/download/culinary_herbs_version_2_1908_librivox/culinaryherbs_00_kains.mp3,culinaryherbs_00_kains
14018,Bee People,English,8425,463899,1,Introduction,326,https://www.archive.org/download/thebeepeople_1907_librivox/beepeople_00_morley.mp3,beepeople_00_morley
14019,"Commentary on the Gospel of John, Book 11",English,8368,463924,1,Chap 1: Jn 16:14,443,https://www.archive.org/download/commentaryjohn_book11_1910_librivox/commentaryonjohnbook11_01_cyrilofalexandria.mp3,commentaryonjohnbook11_01_cyrilofalexandria
14020,Animal Story Book,English,13257,463937,1,Preface,285,https://www.archive.org/download/animal_story_book_1909_librivox/animalstorybook_00_various.mp3,animalstorybook_00_various
14021,Harry Heathcote of Gangoil,English,1255,464004,1,Chapter 1,1368,https://www.archive.org/download/harry_heathcote_of_gangoil_1906_librivox/harryheathcote_01_trollope.mp3,harryheathcote_01_trollope
14022,"Man's Rights; or, How Would You Like It?: Comprising Dreams",English,13257,464016,1,Dream Number One,911,https://www.archive.org/download/mans_rights_1909_librivox/mansrights_01_dentoncridge.mp3,mansrights_01_dentoncridge
14024,Zone Policeman 88; A Close Range Study of the Panama Canal and Its Workers,English,6754,464045,1,"Chapter 1, part 1",1117,https://www.archive.org/download/zonepoliceman88_2001_librivox/zonepoliceman88_01_franck.mp3,zonepoliceman88_01_franck
14026,Little Girl in Old New York,English,13257,464071,1,Chapter I: The Little Girl,1156,https://www.archive.org/download/little_girl_old_new_york_2103_librivox/littlegirloldnewyork_01_douglas.mp3,littlegirloldnewyork_01_douglas
14027,City of Din,English,10603,464090,1,"Preface: ""in the hope of rendering the world we live in quieter""",363,https://www.archive.org/download/city_of_din_2007_librivox/cityofdin_01_mckenzie.mp3,cityofdin_01_mckenzie
14028,Famous Adventures And Prison Escapes Of The Civil War,English,6454,464102,1,War Diary Of A Union Woman In The South edited by G.W. Cable  Part 1,2263,https://www.archive.org/download/famous_adventures_and_prison_escapes_1905_librivox/famousadventurescivilwar_01_various.mp3,famousadventurescivilwar_01_various
14029,Three Stories & Ten Poems,English,13278,464122,1,Up in Michigan,757,https://www.archive.org/download/three_stories_ten_poems_ks_1907_librivox/threestoriestenpoems_01_hemingway.mp3,threestoriestenpoems_01_hemingway
14030,Penitent,English,13310,464146,1,The Penitent - Read by BD,78,https://www.archive.org/download/the_penitent_1905.poem_librivox/penitent_millay_bd.mp3,penitent_millay_bd
14031,Double Sestina - Ye Goatherd Gods,English,10996,464214,1,A Double Sestina - Read By WJ,309,https://www.archive.org/download/double_sestina_1905.poem_librivox/sestina_sidney_wj.mp3,sestina_sidney_wj
14032,Tom and Some Other Girls: A Public School Story,English,10756,464190,1,A Change.,1040,https://www.archive.org/download/tom_1912_librivox/tomandsomeothergirls_01_vaizey.mp3,tomandsomeothergirls_01_vaizey
14033,"Ruffles and Danny, or the Responsibilty of Ruffles",English,3157,464215,1,Chapter I,942,https://www.archive.org/download/ruffles_and_danny_2003_librivox/rufflesanddanny_01_watson.mp3,rufflesanddanny_01_watson
14034,Framley Parsonage (version 2),English,8143,464235,1,Chapter I ''OMNES OMNIA BONA DICERE'',1491,https://www.archive.org/download/framleyparsonage_2103_librivox/framleyparsonage_01_trollope.mp3,framleyparsonage_01_trollope
14036,"Life and Adventures of Chanticleer, the Intelligent Rooster. An interesting story in verse for children",English,12918,464295,1,Introduction,198,https://www.archive.org/download/chanticleer_1905_librivox/chanticleer_00_unknown.mp3,chanticleer_00_unknown
14037,"Dred, A Tale of the Great Dismal Swamp",English,8463,464302,1,00.  Preface,329,https://www.archive.org/download/dred_1909_librivox/dred_00_stowe.mp3,dred_00_stowe
14038,Private Memoirs and Confessions of a Justified Sinner (Version 2),English,8307,464364,1,The Editor's Narrative Part 1,2133,https://www.archive.org/download/privatememoirs_justifiedsinner_2112_librivox/memoirsjustifiedsinner_01_hogg.mp3,memoirsjustifiedsinner_01_hogg
14039,Rational Theology and Christian Philosophy volume 2,English,12708,464382,1,"Chapter 1: Historical Position of the Cambridge School – Philosophy and Christianity, Part 1",1928,https://www.archive.org/download/rational_theology_volume_2_2002_librivox/rationaltheology2_01_tulloch.mp3,rationaltheology2_01_tulloch
14041,Inscription For A Stone,English,13310,464445,1,Inscription For A Stone - Read by BD,93,https://www.archive.org/download/inscription_for_a_stone_1905.poem_librivox/inscription_cowper_bd.mp3,inscription_cowper_bd
14042,Martin Luther,English,13040,464453,1,The Miner's Son,539,https://www.archive.org/download/martin_luther_1906_librivox/martinluther_01_koppenhaver.mp3,martinluther_01_koppenhaver
14043,History of Philosophy,English,2961,464462,1,Introduction,482,https://www.archive.org/download/historyofphilosophy_2006_librivox/historyofphilosophy_00_turner.mp3,historyofphilosophy_00_turner
14044,Short Science Fiction Collection 066,English,13310,464540,1,Arm of the Law,2243,https://www.archive.org/download/short_science_fiction_collection_066_1910_librivox/ssf066_01_various.mp3,ssf066_01_various
14045,Little Jack Rabbit and the Squirrel Brothers,English,8425,464561,1,The Game of Marbles,199,https://www.archive.org/download/little_jack_rabbit_squirrel_brothers_1907_librivox/jackrabbitsquirrelbrothers_01_cory.mp3,jackrabbitsquirrelbrothers_01_cory
14046,Little Wanderers,English,12918,464592,1,Why Plants Travel,219,https://www.archive.org/download/little_wanderers_1906_librivox/littlewanderers_01_morley.mp3,littlewanderers_01_morley
14048,Book of All Power,English,11274,464638,1,Introducing Malcolm Hay,1272,https://www.archive.org/download/the_book_of_all_power_1906_librivox/bookofallpower_01_wallace.mp3,bookofallpower_01_wallace
14049,Travel Collection: Short Non-fiction,English,13278,464658,1,A Modest Liking for Liverpool,1114,https://www.archive.org/download/travel_collection_1908_librivox/travelcollectionshortnonfiction_01_various.mp3,travelcollectionshortnonfiction_01_various
14050,On the Yukon Trail,English,10890,464668,1,The Whisper From Afar,595,https://www.archive.org/download/on_the_yukon_trail_1909_librivox/ontheyukontrail_01_snell.mp3,ontheyukontrail_01_snell
14052,Historical Mysteries,English,11715,464700,1,The Case of Elizabeth Canning,2596,https://www.archive.org/download/historical_mysteries_2002_librivox/historical_mysteries_01_lang.mp3,historical_mysteries_01_lang
14053,Empty House and Other Ghost Stories,English,12752,464717,1,The Empty House,2174,https://www.archive.org/download/empty_house_1908_librivox/emptyhouse_01_blackwood.mp3,emptyhouse_01_blackwood
14056,Monitor and the Merrimac: Both sides of the story,English,11722,464735,1,Introduction,335,https://www.archive.org/download/the_monitor_and_the_merrimac_1906_librivox/monitorandthemerrimac_00_worden.mp3,monitorandthemerrimac_00_worden
14057,His Memory,English,4705,464757,1,His Memory - Read by ALP,71,https://www.archive.org/download/his_memory_1905.poem_librivox/hismemory_lardner_alp.mp3,hismemory_lardner_alp
14058,Frozen Pirate (version 2),English,13354,464762,1,The Storm,731,https://www.archive.org/download/the_frozen_pirate_1911_librivox/frozenpirate_01_russell.mp3,frozenpirate_01_russell
14061,Coffee Break Collection 020 - Old Age,English,12752,464865,1,Autumn Leaves Ch 16  by Anne Wales Abbott,647,https://www.archive.org/download/cb20_old_age_1907_librivox/cb20_old_age_01_various.mp3,cb20_old_age_01_various
14062,Life of Harriot Stuart,English,12257,464867,1,Introduction,198,https://www.archive.org/download/harriot_stuart_2007_librivox/lifeofharriotstuart_01_lennox.mp3,lifeofharriotstuart_01_lennox
14064,Poems by Edward Thomas,English,4005,464904,1,Poems by Edward Thomas Section 1,428,https://www.archive.org/download/poems_1909_librivox/poems_01_thomas.mp3,poems_01_thomas
14067,Match,English,13310,465034,1,A Match - Read by BD,155,https://www.archive.org/download/match_1906.poem_librivox/match_swinburne_bd.mp3,match_swinburne_bd
14068,Gloves Past and Present,English,13361,465081,1,Preface,107,https://www.archive.org/download/gloves_past_present_2112_librivox/gloves_00_smith.mp3,gloves_00_smith
14069,"Demian, The Story of Emil Sinclair's Youth",English,8463,465092,1,"Introduction, The Story Of Emil Sinclair's Youth",274,https://www.archive.org/download/demian_1905_librivox/demian_00_hesse.mp3,demian_00_hesse
14071,"Kalitan, Our Little Alaskan Cousin",English,8425,465151,1,Preface,70,https://www.archive.org/download/kalitan_our_little_alaskan_cousin_2006_librivox/alaskancousin_00_nixonroulet.mp3,alaskancousin_00_nixonroulet
14072,Leatherface: A Tale of Old Flanders,English,7879,465164,1,Prologue,736,https://www.archive.org/download/leatherface_dg_1907_librivox/leatherface_00_orczy.mp3,leatherface_00_orczy
14073,Fifty Years a Detective: 35 Real Detective Stories,English,7756,465187,1,Preface,207,https://www.archive.org/download/fifty_years_1909_librivox/fiftyyearsadetective_01_furlong.mp3,fiftyyearsadetective_01_furlong
14074,"Heidenmauer; or, The Benedictines. A Legend of the Rhine",English,13366,465223,1,Introduction,2629,https://www.archive.org/download/heidenmauer_2008_librivox/heidenmauer_00_cooper.mp3,heidenmauer_00_cooper
14075,War of the Worlds (Version 4),English,9500,465259,1,The Eve of the War,907,https://www.archive.org/download/war_worlds_v4_an_1907_librivox/waroftheworldsv4_01_wells.mp3,waroftheworldsv4_01_wells
14076,Fuel of Fire,English,6836,465286,1,Prologue,1276,https://www.archive.org/download/fuel_of_fire_1910_librivox/fueloffire_00_fowler.mp3,fueloffire_00_fowler
14078,Men Like Gods,English,13338,465330,1,Book 1 Chapter 1 Mr Barnstaple Takes a Holiday,1275,https://www.archive.org/download/menlikegods_2006_librivox/menlikegods_01_wells.mp3,menlikegods_01_wells
14079,Hero Tales from History,English,8425,465350,1,Preface,190,https://www.archive.org/download/hero_tales_history_1909_librivox/herotales_00_burnham.mp3,herotales_00_burnham
14080,Forgery,English,7756,465412,1,Introductory,1327,https://www.archive.org/download/forgery_2002_librivox/forgery_01_james.mp3,forgery_01_james
14081,Tales Of The Trail; Short Stories Of Western Life,English,6454,465452,1,Preface,119,https://www.archive.org/download/tales_of_the_trail_1906_librivox/talesofthetrail_00_inman.mp3,talesofthetrail_00_inman
14083,Ride Across the Peloponnese,English,8164,465469,1,I. The Approach to Greece,724,https://www.archive.org/download/ride_across_the_peloponnese_1905_librivox/peloponnese_01_macmillan.mp3,peloponnese_01_macmillan
14085,English Literature,English,13661,465491,1,Preface,194,https://www.archive.org/download/englishliterature_2007_librivox/englishliterature_00_hodgson.mp3,englishliterature_00_hodgson
14086,Intermediate Sex: A Study of Some Transitional Types of Men and Women,English,7079,465507,1,Prefatory Note,171,https://www.archive.org/download/intermediatesex_2101_librivox/intermediatesex_00_carpenter.mp3,intermediatesex_00_carpenter
14087,Farewells,English,13310,465524,1,Farewells - Read by BD,81,https://www.archive.org/download/farewells_1906.poem_librivox/farewells_ryan_bd.mp3,farewells_ryan_bd
14089,Vagabond Adventures,English,107,465609,1,BOOK I.  AMONG WHARVES AND CABINS.     CHAPTER I. Prefatory,229,https://www.archive.org/download/vagabond_adventures_1908_librivox/vagabondadventures_01_keeler.mp3,vagabondadventures_01_keeler
14091,Al Que Quiere! (and 18 more poems),English,13278,465649,1,Al Que Quiere! (Part 1),1870,https://www.archive.org/download/al_que_quiere_1906_librivox/alquequiere_01_williams.mp3,alquequiere_01_williams
14092,Sea Garden,English,8425,465652,1,Sea Rose,42,https://www.archive.org/download/sea_garden_1906_librivox/sea_garden_01_doolittle.mp3,sea_garden_01_doolittle
14093,"Beacon Lights of History, Volume 12: American Leaders",English,8677,465680,1,Publisher's Preface,135,https://www.archive.org/download/beaconlightsvol12_2001_librivox/beaconlightsvol12_00_lord.mp3,beaconlightsvol12_00_lord
14094,White Tail the Deer's Adventures,English,12500,465702,1,White Tail Jumps Stepping Stone Brook,568,https://www.archive.org/download/white_tail_deer_1908_librivox/whitetailadventures_01_walsh.mp3,whitetailadventures_01_walsh
14096,St. Joseph of Copertino,English,16368,465730,1,"The ""Supernal"" Vocation""",629,https://www.archive.org/download/stjosephcopertino_2109_librivox/copertino_01_pastrovicchi.mp3,copertino_01_pastrovicchi
14097,Love Slaves,English,6281,465738,1,Foreword,114,https://www.archive.org/download/loveslaves_1908_librivox/loveslaves_00_brengle.mp3,loveslaves_00_brengle
14099,House by the Churchyard,English,6836,465780,1,A Prologue—being a dish of village chat,1795,https://www.archive.org/download/housebythechurchyard_2008_librivox/housebythechurchyard_000_lefanu.mp3,housebythechurchyard_000_lefanu
14102,Around the World with the Children,English,10244,465919,1,Preface,169,https://www.archive.org/download/aroundtheworld_1907_librivox/aroundtheworld_00_carpenter.mp3,aroundtheworld_00_carpenter
14103,Short Story Collection Vol. 081,English,11223,465952,1,After Twenty Years by O. Henry,546,https://www.archive.org/download/ss081_1907_librivox/ss081_01_various.mp3,ss081_01_various
14104,Russian Realities and Problems: Lectures delivered at Cambridge in August 1916,English,9059,465961,1,Preface,239,https://www.archive.org/download/russian_realities_problems_1909_librivox/russianrealitiesandproblems_00_various.mp3,russianrealitiesandproblems_00_various
14106,T. Tembarom,English,9835,465984,1,Chapter 1,1244,https://www.archive.org/download/ttembarom_2105_librivox/ttembarom_01_burnett.mp3,ttembarom_01_burnett
14107,Songs of Innocence and Experience (version 2),English,12500,466024,1,Songs of Innocence: Introduction - The Shepherd - The Echoing Green - The Lamb - The Little Black Boy - The Blossom - The Chimney-Sweeper,519,https://www.archive.org/download/songsofinnocence_1907_librivox/songsofinnocence_01_blake.mp3,songsofinnocence_01_blake
14108,"Six Books of Proclus, the Platonic Successor, on the Theology of Plato",English,3114,466031,1,Introduction - Part 1 (ix-xviii),2351,https://www.archive.org/download/the_six_books_of_proclus_2102_librivox/platonictheology_01_proclus.mp3,platonictheology_01_proclus
14109,Eight Keys to Eden,English,11607,466111,1,Seven Doors To Seven Rooms Of Thought,123,https://www.archive.org/download/eight_keys_to_eden_1908_librivox/eightkeys_00_clifton.mp3,eightkeys_00_clifton
14110,Stories and Pictures,English,13379,466141,1,Preface,393,https://www.archive.org/download/storiesandpictures_2008_librivox/storiesandpictures_00_peretz.mp3,storiesandpictures_00_peretz
14111,Stolen Bacillus and other stories,English,13408,466208,2,The Flowering of the Strange Orchid,1103,https://www.archive.org/download/stolen_bacillus_1910_librivox/stolenbacillus_02_wells.mp3,stolenbacillus_02_wells
14112,Magic Wand,English,11884,466882,1,The Magic Wand,773,https://archive.org/download/magic_wand_1906_librivox/magicwand_01_jenks.mp3,magicwand_01_jenks
14113,In Italy with the 332nd Infantry,English,13278,466234,1,Introduction,374,https://www.archive.org/download/in_italy_1906_librivox/initaly_01_lettau.mp3,initaly_01_lettau
14114,"Napoleon, A Short Biography",English,6281,466257,1,Preface,185,https://www.archive.org/download/napoleon_1909_librivox/napoleon_00_johnston.mp3,napoleon_00_johnston
14115,Taking the Bastile,English,13257,466275,1,CHAPTER I. THE SON OF GILBERT.,600,https://www.archive.org/download/taking_the_bastile_2001_librivox/takingthebastile_01_dumas.mp3,takingthebastile_01_dumas
14116,"Short Nonfiction Collection, Vol. 066",English,3003,466314,1,Alice Freeman Palmer's Three Rules for Happiness,546,https://www.archive.org/download/nonfiction066_1907_librivox/snf066_alicefreemanrules_palmer_sa.mp3,snf066_alicefreemanrules_palmer_sa
14117,Lion's Brood,English,7756,466328,1,Introduction,196,https://www.archive.org/download/lions_brood_2004_librivox/lionsbrood_00_osborne.mp3,lionsbrood_00_osborne
14118,Audubon's Western Journal: 1849-1850,English,6454,466357,1,Introduction (Frank Heywood Hodder),770,https://www.archive.org/download/audubons_western_journal_1906_librivox/audubonsjournal_00_audubon.mp3,audubonsjournal_00_audubon
14119,Shasta Of The Wolves,English,6687,466366,1,Chapters 1 & 2,1444,https://www.archive.org/download/shastaofthewolves_1906_librivox/shastaofthewolves_01_baker.mp3,shastaofthewolves_01_baker
14120,"South American Republics, Part II",English,6892,466375,1,PERU I. THE INCA EMPIRE,1550,https://www.archive.org/download/southamericanrepublics2_1908_librivox/southamericanrepublics2_01_dawson.mp3,southamericanrepublics2_01_dawson
14121,Gift To Sing,English,4705,466415,1,The Gift To Sing - Read by ALP,60,https://www.archive.org/download/gift_to_sing_1906.poem_librivox/gifttosing_johnson_alp.mp3,gifttosing_johnson_alp
