book_id,book_title,language,speaker_id,section_id,section_number,section_title,playtime,audio_link,file_id,source_url,original_path,duration,recording_date
21385,Sacrifice of Praise,English,3645,668849,1,Preface and Introduction,483,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_00_bavnick.mp3,sacrifice_00_bavnick
21385,Sacrifice of Praise,English,3645,668850,2,The Basis or Foundation of Confession,1229,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_01_bavnick.mp3,sacrifice_01_bavnick
21385,Sacrifice of Praise,English,3645,668851,3,The Training or Bringing up unto Confession,715,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_02_bavnick.mp3,sacrifice_02_bavnick
21385,Sacrifice of Praise,English,3645,668852,4,The Rule of Confession,1048,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_03_bavnick.mp3,sacrifice_03_bavnick
21385,Sacrifice of Praise,English,3645,668853,5,The Essence of Confession,1332,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_04_bavnick.mp3,sacrifice_04_bavnick
21385,Sacrifice of Praise,English,3645,668857,6,The Contents of Confession,671,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_05_bavnick.mp3,sacrifice_05_bavnick
21385,Sacrifice of Praise,English,3645,668854,7,The Diversity of Confession,848,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_06_bavnick.mp3,sacrifice_06_bavnick
21385,Sacrifice of Praise,English,3645,668855,8,The Universality of Confession,1006,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_07_bavnick.mp3,sacrifice_07_bavnick
21385,Sacrifice of Praise,English,3645,668856,9,The Obligation of Confession,877,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_08_bavnick.mp3,sacrifice_08_bavnick
21385,Sacrifice of Praise,English,3645,668858,10,The Opposition to Confession,708,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_09_bavnick.mp3,sacrifice_09_bavnick
21385,Sacrifice of Praise,English,3645,668859,11,The Strength for Confession,634,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_10_bavnick.mp3,sacrifice_10_bavnick
21385,Sacrifice of Praise,English,3645,668860,12,The Reward of Confession,636,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_11_bavnick.mp3,sacrifice_11_bavnick
21385,Sacrifice of Praise,English,3645,668861,13,The Triumph of Confession,614,https://www.archive.org/download/sacrifice_2502_librivox/sacrifice_12_bavnick.mp3,sacrifice_12_bavnick
21380,Rich Crooks,English,16758,668626,1,Chapter I,189,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_01_young.mp3,richcrooks_01_young
21380,Rich Crooks,English,16758,668627,2,Chapter II,192,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_02_young.mp3,richcrooks_02_young
21380,Rich Crooks,English,16758,668628,3,Chapter III,383,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_03_young.mp3,richcrooks_03_young
21380,Rich Crooks,English,16758,668629,4,Chapter IV,388,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_04_young.mp3,richcrooks_04_young
21380,Rich Crooks,English,16758,668630,5,Chapter V,754,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_05_young.mp3,richcrooks_05_young
21380,Rich Crooks,English,16758,668631,6,Chapter VI,388,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_06_young.mp3,richcrooks_06_young
21380,Rich Crooks,English,16758,668632,7,Chapter VII,391,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_07_young.mp3,richcrooks_07_young
21380,Rich Crooks,English,16758,668633,8,Chapter VIII,220,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_08_young.mp3,richcrooks_08_young
21380,Rich Crooks,English,16758,668634,9,Chapter IX,309,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_09_young.mp3,richcrooks_09_young
21380,Rich Crooks,English,16758,668635,10,Chapter X,276,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_10_young.mp3,richcrooks_10_young
21380,Rich Crooks,English,16758,668636,11,Chapter XI,804,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_11_young.mp3,richcrooks_11_young
21380,Rich Crooks,English,16758,668637,12,Chapter XII,703,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_12_young.mp3,richcrooks_12_young
21380,Rich Crooks,English,16758,668638,13,Chapter XIII,1094,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_13_young.mp3,richcrooks_13_young
21380,Rich Crooks,English,16758,668639,14,Chapter XIV,243,https://www.archive.org/download/richcrooks_2502_librivox/richcrooks_14_young.mp3,richcrooks_14_young
21379,Abysmal Horror,English,11223,668619,1,Section 1,884,https://www.archive.org/download/abysmalhorror_2502_librivox/abysmalhorror_01_wallis.mp3,abysmalhorror_01_wallis
21379,Abysmal Horror,English,11223,668620,2,Section 2,1297,https://www.archive.org/download/abysmalhorror_2502_librivox/abysmalhorror_02_wallis.mp3,abysmalhorror_02_wallis
21379,Abysmal Horror,English,11223,668621,3,Section 3,1727,https://www.archive.org/download/abysmalhorror_2502_librivox/abysmalhorror_03_wallis.mp3,abysmalhorror_03_wallis
21379,Abysmal Horror,English,11223,668622,4,Section 4,1561,https://www.archive.org/download/abysmalhorror_2502_librivox/abysmalhorror_04_wallis.mp3,abysmalhorror_04_wallis
21379,Abysmal Horror,English,11223,668623,5,Section 5,1348,https://www.archive.org/download/abysmalhorror_2502_librivox/abysmalhorror_05_wallis.mp3,abysmalhorror_05_wallis
21379,Abysmal Horror,English,11223,668624,6,Section 6,1497,https://www.archive.org/download/abysmalhorror_2502_librivox/abysmalhorror_06_wallis.mp3,abysmalhorror_06_wallis
21379,Abysmal Horror,English,11223,668625,7,Section 7,1149,https://www.archive.org/download/abysmalhorror_2502_librivox/abysmalhorror_07_wallis.mp3,abysmalhorror_07_wallis
21373,Autobiography of Lord Alfred Douglas,English,8164,668319,1,Chapter I,831,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_01_douglas.mp3,autobiographyoflorddouglas_01_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668320,2,Chapter II,866,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_02_douglas.mp3,autobiographyoflorddouglas_02_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668321,3,Chapter III,940,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_03_douglas.mp3,autobiographyoflorddouglas_03_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668322,4,Chapter IV,912,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_04_douglas.mp3,autobiographyoflorddouglas_04_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668323,5,Chapter V,567,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_05_douglas.mp3,autobiographyoflorddouglas_05_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668324,6,Chapter VI,574,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_06_douglas.mp3,autobiographyoflorddouglas_06_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668325,7,Chapter VII,1573,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_07_douglas.mp3,autobiographyoflorddouglas_07_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668326,8,Chapter VIII,732,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_08_douglas.mp3,autobiographyoflorddouglas_08_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668327,9,Chapter IX,651,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_09_douglas.mp3,autobiographyoflorddouglas_09_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668328,10,Chapter X,811,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_10_douglas.mp3,autobiographyoflorddouglas_10_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668329,11,Chapter XI,1313,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_11_douglas.mp3,autobiographyoflorddouglas_11_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668330,12,Chapter XII,797,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_12_douglas.mp3,autobiographyoflorddouglas_12_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668331,13,Chapter XIII,595,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_13_douglas.mp3,autobiographyoflorddouglas_13_douglas
