segment_file,original_file,segment_index,duration
sacrifice_09_bavnick_0001.mp3,sacrifice_09_bavnick,1,26.97249433106576
sacrifice_00_bavnick_0010.mp3,sacrifice_00_bavnick,10,29.976575963718822
sacrifice_09_bavnick_0002.mp3,sacrifice_09_bavnick,2,19.44922902494331
richcrooks_01_young_0003.mp3,richcrooks_01_young,3,22.89739229024943
sacrifice_09_bavnick_0000.mp3,sacrifice_09_bavnick,0,26.711269841269843
richcrooks_07_young_0006.mp3,richcrooks_07_young,6,28.069637188208617
sacrifice_09_bavnick_0003.mp3,sacrifice_09_bavnick,3,24.308004535147393
richcrooks_01_young_0004.mp3,richcrooks_01_young,4,30.00269841269841
sacrifice_00_bavnick_0012.mp3,sacrifice_00_bavnick,12,29.976575963718822
salad_smith_mo_0000.mp3,salad_smith_mo,0,29.976575963718822
autobiographyoflorddouglas_14_douglas_0000.mp3,autobiographyoflorddouglas_14_douglas,0,27.730045351473922
sacrifice_09_bavnick_0004.mp3,sacrifice_09_bavnick,4,25.40514739229025
richcrooks_07_young_0007.mp3,richcrooks_07_young,7,27.23371882086168
autobiographyoflorddouglas_14_douglas_0001.mp3,autobiographyoflorddouglas_14_douglas,1,26.45004535147392
richcrooks_01_young_0005.mp3,richcrooks_01_young,5,27.886780045351475
salad_smith_mo_0001.mp3,salad_smith_mo,1,24.908820861678006
salad_smith_ls_0000.mp3,salad_smith_ls,0,29.297392290249434
sacrifice_00_bavnick_0011.mp3,sacrifice_00_bavnick,11,26.032086167800454
sacrifice_09_bavnick_0005.mp3,sacrifice_09_bavnick,5,29.323514739229026
salad_smith_el0_0000.mp3,salad_smith_el0,0,29.7153514739229
richcrooks_07_young_0008.mp3,richcrooks_07_young,8,30.00269841269841
autobiographyoflorddouglas_14_douglas_0002.mp3,autobiographyoflorddouglas_14_douglas,2,24.673718820861676
richcrooks_07_young_0009.mp3,richcrooks_07_young,9,30.00269841269841
richcrooks_07_young_0010.mp3,richcrooks_07_young,10,26.55453514739229
sacrifice_00_bavnick_0013.mp3,sacrifice_00_bavnick,13,25.457392290249434
